config,n_top,window_i,n_trades,actual_roi,actual_mdd,actual_calmar,actual_ulcer,roi_rank_broken,mdd_rank,calmar_rank,ulcer_rank
mixed_30,30,6,571,27.027182378104314,1050.7379442584756,0.2572209609997274,402.9686447153481,34.1,41.1,41.1,66.4
mixed_30,30,7,626,39.40615237096704,993.0556183353933,0.39681717361431873,515.3831269789138,11.3,33.7,33.7,20.3
mixed_30,30,8,556,-123.63826400667782,1551.2943096137155,-0.7970006931661131,912.192947505215,0.30000000000000004,43.6,56.400000000000006,41.5
mixed_30,30,9,956,-191.90849720756194,2108.034980920786,-0.9103667583530167,1516.2391142152292,74.8,77.0,23.0,19.700000000000003
mixed_30,30,10,811,165.16978647570886,535.5103472801654,3.084343511093656,174.73071654382113,10.9,93.5,93.5,98.2
mixed_30,30,11,497,197.0321919762398,1136.7559657771553,1.7332848729897505,527.4982919157588,45.900000000000006,0.1,0.1,0.1
mixed_30,30,12,536,-126.90644634205832,1345.7784596843437,-0.9429965640245469,657.7727542383658,0.5,86.0,14.0,91.5
mixed_30,30,13,557,-47.16409826038794,2005.9883938437563,-0.23511650618284427,1529.6762167687277,96.9,0.30000000000000004,99.7,0.0
mixed_30,30,14,665,-2.3157510021150305,1446.9821466750013,-0.016004005353047104,1140.3917218013773,15.600000000000001,1.8,98.2,0.0
mixed_30,30,15,653,41.21624497464379,1319.1817926684685,0.3124379460337359,924.0323179009466,59.900000000000006,3.6,3.6,0.2
